,course id,name,dept,year,semester,section,instructor,hrs,responses,date
581,70481,MARKETING RESEARCH,BA,2014,Spring,A,LLOYD CORDER,5.5,12,2014-01
584,70488,INTERACTIVE MARKETNG,BA,2014,Spring,A4,MICHAEL SMITH,5.75,8,2014-01
586,70495,CORPORATE FINANCE,BA,2014,Spring,A,BRENT GLOVER,12.79,15,2014-01
587,70495,CORPORATE FINANCE,BA,2014,Spring,B,BRENT GLOVER,11.71,14,2014-01
589,70496,ENTRP FIN:VLN & DEAL,BA,2014,Spring,A4,MICHAEL EWENS,8.33,10,2014-01
593,70643,PBLSHNG ON THE WWW,BA,2014,Spring,A,ANTHONY STANTON,8.6,10,2014-01
594,70100,GLOBAL BUSINESS,BA,2014,Fall,A,MILTON COFIELD,5.77,40,2014-09
595,70100,GLOBAL BUSINESS,BA,2014,Fall,B,MILTON COFIELD,5.92,39,2014-09
597,70101,INTRO BUSINESS MGMNT,BA,2014,Fall,A,DAVID RAMIREZ,6.04,26,2014-09
598,70101,INTRO BUSINESS MGMNT,BA,2014,Fall,B,DAVID LAMONT,6.36,26,2014-09
600,70122,INTRO TO ACCOUNTING,BA,2014,Fall,1,THOMAS RUCHTI,4.71,42,2014-09
601,70122,INTRO TO ACCOUNTING,BA,2014,Fall,2,THOMAS RUCHTI,5.28,32,2014-09
602,70160,GRAPHIC MEDIA MGMT,BA,2014,Fall,A,ANTHONY STANTON,4.7,20,2014-09
603,70207,PROB & STAT BUS APPL,BA,2014,Fall,A,XIZHEN CAI,8.43,35,2014-09
605,70207,PROB & STAT BUS APPL,BA,2014,Fall,X,AMAL HELU,10.61,18,2014-09
606,70311,ORGNZTN BEHAVIOR,BA,2014,Fall,A,OLIVER HAHL,5.39,46,2014-09
607,70311,ORGNZTN BEHAVIOR,BA,2014,Fall,B,OLIVER HAHL,6.83,36,2014-09
609,70311,ORGNZTN BEHAVIOR,BA,2014,Fall,X,BENJAMIN COLLIER,8.49,41,2014-09
610,70321,NEGOTIATN CNFLCT RES,BA,2014,Fall,A,ELAINE HYDER,5.86,7,2014-09
611,70332,BUS SOCIETY & ETHICS,BA,2014,Fall,A,DAVID TUNGATE,7.71,31,2014-09
612,70332,BUS SOCIETY & ETHICS,BA,2014,Fall,B,DAVID TUNGATE,7.89,27,2014-09
613,70340,BUSINESS COMMUNCTNS,BA,2014,Fall,A,CHRISTOPHER WYATT,7.48,23,2014-09
614,70340,BUSINESS COMMUNCTNS,BA,2014,Fall,B,CHRISTOPHER WYATT,7.5,18,2014-09
615,70340,BUSINESS COMMUNCTNS,BA,2014,Fall,C,CHRISTOPHER WYATT,8.0,14,2014-09
617,70340,BUSINESS COMMUNCTNS,BA,2014,Fall,X,J MCGINNIS,15.07,15,2014-09
619,70345,BUSINESS PRSNTATIONS,BA,2014,Fall,A,JULIA DEEMS,4.5,6,2014-09
620,70345,BUSINESS PRSNTATIONS,BA,2014,Fall,B,JOSEPH RUDMAN,7.0,9,2014-09
621,70345,BUSINESS PRSNTATIONS,BA,2014,Fall,C,RONALD PLACONE,6.5,16,2014-09
623,70350,BUSINESS ACTING,BA,2014,Fall,A,GEOFFREY HITCH,5.5,12,2014-09
624,70364,BUSINESS LAW,BA,2014,Fall,A,DAVID TUNGATE,6.61,28,2014-09
626,70371,OPERATIONS MGMT,BA,2014,Fall,A,MUSTAFA AKAN,6.35,34,2014-09
628,70376,ENERGY SYSTEMS,BA,2014,Fall,A,JEROME APT,6.85,26,2014-09
629,70381,MARKETING I,BA,2014,Fall,A,KAIFU ZHANG,6.68,35,2014-09
630,70381,MARKETING I,BA,2014,Fall,B,KAIFU ZHANG,5.57,37,2014-09
632,70381,MARKETING I,BA,2014,Fall,X,PETER STUETTGEN,10.72,26,2014-09
633,70386,APLD BHVRL DEC MK BS,BA,2014,Fall,W1,JOHN GASPER,7.18,12,2014-09
634,70391,FINANCE,BA,2014,Fall,A,CHRIS TELMER,10.23,70,2014-09
636,70391,FINANCE,BA,2014,Fall,X,MUHAMMAD FAROOQI,14.19,16,2014-09
637,70395,FUNDING ENTREP VENTR,BA,2014,Fall,A,STEPHEN BOLLINGER,5.3,10,2014-09
639,70401,MANAGEMENT GAME,BA,2014,Fall,A,DAVID LAMONT,9.5,18,2014-09
640,70415,INTRO ENTREPRENRSHIP,BA,2014,Fall,A,HARRIS JONES,7.53,20,2014-09
643,70424,CORP FINAN REPTNG,BA,2014,Fall,A,JINGHONG LIANG,7.4,16,2014-09
645,70428,FINANCL STATMNT ANAL,BA,2014,Fall,A,JING LI,7.5,13,2014-09
647,70437,ORG LRNG & STRAT MGT,BA,2014,Fall,A,LINDA ARGOTE,6.36,12,2014-09
649,70449,SOCL ECON INF NETWK,BA,2014,Fall,A,KATHARINE ANDERSON,5.0,10,2014-09
650,70451,MANGEMNT INFRMT SYST,BA,2014,Fall,A,ROBERT MONROE,7.12,52,2014-09
651,70453,BUS TECH FOR CONSLTG,BA,2014,Fall,A,ROBERT MONROE,6.36,13,2014-09
652,70460,MATH MDLS FR CNSLTNG,BA,2014,Fall,A,Aleksandr KAZACHKOV,9.0,18,2014-09
653,70471,SUPPLY CHAIN MGMT,BA,2014,Fall,A,VALERIE TARDIF,6.09,11,2014-09
654,70474,QUALTY MGMT PRDCVTY,BA,2014,Fall,A,MUSTAFA AKAN,5.0,7,2014-09
656,70483,ADVRTS & MARKET COMM,BA,2014,Fall,A,MELISSA MURPHY,6.5,6,2014-09
657,70485,PRODUCT & BRAND MGT,BA,2014,Fall,A,JOHN LANKFORD,8.0,13,2014-09
658,70492,INVESTMENT ANALYSIS,BA,2014,Fall,A,ATANU PAUL,7.46,28,2014-09
659,70497,DERIVATIVE SECURTIES,BA,2014,Fall,A,LARS-ALEXANDER KUEHN,7.79,14,2014-09
660,70641,COLOR REPROD & MGMNT,BA,2014,Fall,A,ANTHONY STANTON,5.0,7,2014-09
661,70643,PBLSHNG ON THE WWW,BA,2014,Fall,A,ANTHONY STANTON,5.86,8,2014-09
662,46830,BUSINESS FUNDAMNTALS,IA,2014,Fall,A1,DAVID LAMONT,12.25,8,2014-09
663,70438,COMMERCLZN & INNOVTN,BA,2014,Spring,A,"BONI, A.  (co-taught)",7.33,9,2014-01
664,70438,COMMERCLZN & INNOVTN,BA,2014,Spring,A,"IMAM, R.  (co-taught)",8.0,9,2014-01
669,70414,ENTREPSHP FOR ENGRS,BA,2014,Fall,A,"MAWHINNEY, D.  (co-taught)",5.8,16,2014-09
670,70414,ENTREPSHP FOR ENGRS,BA,2014,Fall,A,"DALEY, R.  (co-taught)",5.6,16,2014-09
671,70420,ENTREPSHP SCIENTISTS,BA,2014,Fall,A,"MAWHINNEY, D.  (co-taught)",7.53,19,2014-09
672,70420,ENTREPSHP SCIENTISTS,BA,2014,Fall,A,"DALEY, R.  (co-taught)",7.63,19,2014-09
674,70122,INTRO TO ACCOUNTING,BA,2013,Summer,S,GAOQING ZHANG,10.18,11,2013-06
675,70207,PROB & STAT BUS APPL,BA,2013,Summer,S,NEGAR SOHEILI AZAD,10.63,8,2013-06
679,70208,REGRESSION ANALYSIS,BA,2013,Summer,U,CARLOS RAMIREZ,11.78,9,2013-06
680,70311,ORGNZTN BEHAVIOR,BA,2013,Summer,S,jkush,9.2,6,2013-06
683,70381,MARKETING I,BA,2013,Summer,S,FRANCISCO CISTERNAS VERA,9.78,9,2013-06
685,70381,MARKETING I,BA,2013,Summer,U,xiaoliu,10.31,13,2013-06
688,70101,INTRO BUSINESS MGMNT,BA,2013,Spring,A,DAVID RAMIREZ,5.23,27,2013-01
689,70122,INTRO TO ACCOUNTING,BA,2013,Spring,1,DANIEL KAISER,5.94,36,2013-01
690,70122,INTRO TO ACCOUNTING,BA,2013,Spring,2,DANIEL KAISER,4.77,39,2013-01
691,70122,INTRO TO ACCOUNTING,BA,2013,Spring,3,SHAM KEKRE,6.95,44,2013-01
692,70160,GRAPHIC MEDIA MANGMN,BA,2013,Spring,A,ANTHONY STANTON,4.4,15,2013-01
693,70194,PBLSH MNGT INFO AGE,BA,2013,Spring,A,ANTHONY STANTON,6.5,12,2013-01
694,70208,REGRESSION ANALYSIS,BA,2013,Spring,1,MARIA FERREYRA,7.61,23,2013-01
695,70208,REGRESSION ANALYSIS,BA,2013,Spring,2,MARIA FERREYRA,8.0,32,2013-01
697,70311,ORGNZTN BEHAVIOR,BA,2013,Spring,A,MARK FICHMAN,7.11,27,2013-01
698,70311,ORGNZTN BEHAVIOR,BA,2013,Spring,B,MARK FICHMAN,6.67,18,2013-01
699,70311,ORGNZTN BEHAVIOR,BA,2013,Spring,C,MARK FICHMAN,7.14,30,2013-01
703,70332,BUS SOCIETY & ETHICS,BA,2013,Spring,A,TAE WAN KIM,7.11,49,2013-01
704,70332,BUS SOCIETY & ETHICS,BA,2013,Spring,B,TAE WAN KIM,7.17,47,2013-01
706,70339,INFO TCHNGY FINANCE,BA,2013,Spring,A4,PARAM SINGH,8.0,9,2013-01
707,70340,BUSINESS COMMUNCTNS,BA,2013,Spring,A,CLAUDIA KIRKPATRICK,7.08,13,2013-01
708,70340,BUSINESS COMMUNCTNS,BA,2013,Spring,B,CLAUDIA KIRKPATRICK,6.07,14,2013-01
709,70340,BUSINESS COMMUNCTNS,BA,2013,Spring,C,NANCY KOERBEL,4.45,11,2013-01
711,70345,BUSINESS PRSNTATIONS,BA,2013,Spring,A,JULIA DEEMS,6.2,15,2013-01
712,70345,BUSINESS PRSNTATIONS,BA,2013,Spring,B,JULIA DEEMS,5.33,9,2013-01
713,70345,BUSINESS PRSNTATIONS,BA,2013,Spring,C,RONALD PLACONE,8.0,8,2013-01
714,70345,BUSINESS PRSNTATIONS,BA,2013,Spring,D,RONALD PLACONE,5.33,9,2013-01
716,70345,BUSINESS PRSNTATIONS,BA,2013,Spring,X,J MCGINNIS,11.33,10,2013-01
717,70350,BUSINESS ACTING,BA,2013,Spring,A,GEOFFREY HITCH,3.85,13,2013-01
718,70350,BUSINESS ACTING,BA,2013,Spring,B,GEOFFREY HITCH,4.0,9,2013-01
719,70364,BUSINESS LAW,BA,2013,Spring,A,JAMES ROBERTS,6.8,20,2013-01
720,70365,INT TRADE & INT LAW,BA,2013,Spring,A,CLIFFORD EARLY,7.31,13,2013-01
721,70366,INTEL PROPRTY & ECOM,BA,2013,Spring,A4,DAVID TUNGATE,5.78,23,2013-01
722,70371,OPERATSNS MANAGEMENT,BA,2013,Spring,A,VINCENT  SLAUGH,5.88,24,2013-01
723,70381,MARKETING I,BA,2013,Spring,A,YOU CHAN KEVIN CHUNG,5.91,23,2013-01
724,70391,FINANCE,BA,2013,Spring,A,CHRIS TELMER,8.62,29,2013-01
725,70393,OPEN INNOVATION,BA,2013,Spring,A3,RAZI IMAM,5.5,6,2013-01
726,70397,INTRO ENTREPN FINANC,BA,2013,Spring,A3,MICHAEL EWENS,8.27,12,2013-01
727,70401,MANAGEMENT GAME,BA,2013,Spring,A,DAVID LAMONT,10.6,25,2013-01
729,70415,INTRO ENTREPRENRSHIP,BA,2013,Spring,A,KATHARINE ANDERSON,8.27,11,2013-01
730,70415,INTRO ENTREPRENRSHIP,BA,2013,Spring,B,WILLIAM COURTRIGHT,6.36,22,2013-01
731,70416,NEW VENTURE CREATION,BA,2013,Spring,A,DAVID MAWHINNEY,7.33,18,2013-01
734,70419,ENTREPRNP PRCTM APPT,BA,2013,Spring,A,ROBERT CULBERTSON,8.38,24,2013-01
737,70424,CORP FINAN REPTNG,BA,2013,Spring,A,JACK STECHER,5.67,9,2013-01
738,70425,ENTRPRSHP CRTV INDSR,BA,2013,Spring,A,AMANDA FOX,7.5,6,2013-01
740,70430,INTERNATNL MGMNT,BA,2013,Spring,A,MILTON COFIELD,8.9,10,2013-01
742,70443,DGTL MKTG SCL MD STG,BA,2013,Spring,A3,PARAM SINGH,8.86,7,2013-01
744,70451,MANGEMNT INFRMT SYST,BA,2013,Spring,A,WOLFGANG GATTERBAUER,7.54,13,2013-01
746,70455,MODRN DATA MANGEMNT,BA,2013,Spring,A,WOLFGANG GATTERBAUER,10.5,6,2013-01
748,70460,MATH MDLS FR CNSLTNG,BA,2013,Spring,A,ANDRE CIRE,8.3,10,2013-01
749,70465,TECHNOLOGY STRATEGY,BA,2013,Spring,A,TIMOTHY DERDENGER,4.5,6,2013-01
750,70471,SUPPLY CHAIN MANGEMN,BA,2013,Spring,A,QIHANG LIN,6.29,14,2013-01
752,70480,INTERNTNL MARKETING,BA,2013,Spring,A,LLOYD CORDER,5.0,13,2013-01
753,70481,MARKETING RESEARCH,BA,2013,Spring,A,JEFFREY GALAK,8.23,13,2013-01
756,70488,INTERACTIVE MARKETNG,BA,2013,Spring,A3,MICHAEL SMITH,6.8,11,2013-01
758,70495,CORPORATE FINANCE,BA,2013,Spring,A,BRENT GLOVER,10.0,12,2013-01
759,70495,CORPORATE FINANCE,BA,2013,Spring,B,BRENT GLOVER,10.0,15,2013-01
761,70496,ENTRP FIN:VLN & DEAL,BA,2013,Spring,A4,MICHAEL EWENS,8.92,14,2013-01
762,70497,DERIVATIVE SECURTIES,BA,2013,Spring,A,LARS-ALEXANDER KUEHN,6.33,11,2013-01
766,70643,PBLSHNG ON THE WWW,BA,2013,Spring,A,ANTHONY STANTON,7.57,14,2013-01
767,70100,GLOBAL BUSINESS,BA,2013,Fall,A,MILTON COFIELD,7.11,55,2013-09
769,70101,INTRO BUSINESS MGMNT,BA,2013,Fall,A,DAVID RAMIREZ,5.52,29,2013-09
770,70101,INTRO BUSINESS MGMNT,BA,2013,Fall,B,DAVID LAMONT,4.31,26,2013-09
772,70122,INTRO TO ACCOUNTING,BA,2013,Fall,1,ANDREW BIRD,5.56,27,2013-09
773,70122,INTRO TO ACCOUNTING,BA,2013,Fall,2,ANDREW BIRD,4.93,43,2013-09
774,70160,GRAPHIC MEDIA MGMT,BA,2013,Fall,A,ANTHONY STANTON,5.0,22,2013-09
775,70207,PROB & STAT BUS APPL,BA,2013,Fall,A,JESSICA CISEWSKI,6.68,38,2013-09
776,70311,ORGNZTN BEHAVIOR,BA,2013,Fall,A,MARK FICHMAN,7.93,29,2013-09
777,70311,ORGNZTN BEHAVIOR,BA,2013,Fall,B,MARK FICHMAN,7.55,31,2013-09
778,70311,ORGNZTN BEHAVIOR,BA,2013,Fall,C,MARK FICHMAN,6.45,29,2013-09
780,70311,ORGNZTNBEHAVIOR,BA,2013,Fall,X,BENJAMIN COLLIER,8.81,26,2013-09
781,70321,NEGOTIATN CNFLCT RES,BA,2013,Fall,A,ELAINE HYDER,5.6,10,2013-09
782,70332,BUS SOCIETY & ETHICS,BA,2013,Fall,A,DAVID TUNGATE,7.04,28,2013-09
783,70332,BUS SOCIETY & ETHICS,BA,2013,Fall,B,DAVID TUNGATE,6.8,30,2013-09
784,70340,BUSINESS COMMUNCTNS,BA,2013,Fall,A,CLAUDIA KIRKPATRICK,7.25,21,2013-09
785,70340,BUSINESS COMMUNCTNS,BA,2013,Fall,B,NANCY KOERBEL,4.8,15,2013-09
786,70340,BUSINESS COMMUNCTNS,BA,2013,Fall,C,NANCY KOERBEL,4.8,15,2013-09
788,70340,BUSINESSCOMMUNCTNS,BA,2013,Fall,X,J MCGINNIS,16.37,19,2013-09
790,70345,BUSINESS PRSNTATIONS,BA,2013,Fall,A,JOSEPH RUDMAN,7.0,12,2013-09
791,70345,BUSINESS PRSNTATIONS,BA,2013,Fall,B,RONALD PLACONE,5.33,18,2013-09
792,70345,BUSINESS PRSNTATIONS,BA,2013,Fall,C,JULIA DEEMS,5.33,9,2013-09
793,70350,BUSINESS ACTING,BA,2013,Fall,A,GEOFFREY HITCH,5.75,16,2013-09
794,70364,BUSINESS LAW,BA,2013,Fall,A,DAVID TUNGATE,6.93,27,2013-09
795,70365,INT TRADE & INT LAW,BA,2013,Fall,A,CLIFFORD EARLY,8.38,8,2013-09
796,70371,OPERATSNS MANAGEMENT,BA,2013,Fall,A,SOO-HAENG CHO,6.21,43,2013-09
797,70371,OPERATSNS MANAGEMENT,BA,2013,Fall,B,SOO-HAENG CHO,5.56,30,2013-09
798,70376,ENERGY SYSTEMS,BA,2013,Fall,A,JEROME APT,7.05,21,2013-09
799,70381,MARKETING I,BA,2013,Fall,A,CHRISTOPHER OLIVOLA,6.38,42,2013-09
800,70381,MARKETING I,BA,2013,Fall,B,CHRISTOPHER OLIVOLA,6.83,36,2013-09
802,70381,MARKETINGI,BA,2013,Fall,X,PETER STUETTGEN,12.0,30,2013-09
803,70391,FINANCE,BA,2013,Fall,A,CHRIS TELMER,10.13,68,2013-09
805,70391,FINANCE,BA,2013,Fall,X,MUHAMMAD FAROOQI,8.16,19,2013-09
806,70395,FUNDING ENTREP VENTR,BA,2013,Fall,A,STEPHEN BOLLINGER,6.31,17,2013-09
807,70401,MANAGEMENT GAME,BA,2013,Fall,A,DAVID LAMONT,10.29,18,2013-09
808,70414,TECH BASED ENTREPSHP,BA,2013,Fall,A,DAVID MAWHINNEY,6.6,15,2013-09
809,70415,INTRO ENTREPRENRSHIP,BA,2013,Fall,A,HARRIS JONES,5.88,24,2013-09
813,70419,ENTREPRNP PRCTM APPR,BA,2013,Fall,A,ROBERT CULBERTSON,7.84,19,2013-09
814,70420,ENTREPSHP SCIENTISTS,BA,2013,Fall,A,DAVID MAWHINNEY,6.25,12,2013-09
817,70428,FINANCL STATMNT ANAL,BA,2013,Fall,A,JING LI,7.3,21,2013-09
821,70442,PRNCPL GAME THRY BUS,BA,2013,Fall,W1,JOHN GASPER,9.88,9,2013-09
822,70451,MANGEMNT INFRMT SYST,BA,2013,Fall,A,ROBERT MONROE,6.56,53,2013-09
823,70460,MATH MDLS FR CNSLTNG,BA,2013,Fall,A,JOHN HOOKER,5.3,10,2013-09
824,70471,SUPPLY CHAIN MANGEMN,BA,2013,Fall,A,BAHAR BILLER,9.22,9,2013-09
825,70480,INTERNTNL MARKETING,BA,2013,Fall,A,LLOYD CORDER,5.23,13,2013-09
826,70483,ADVRTS & MARKET COMM,BA,2013,Fall,A,MELISSA MURPHY,6.4,15,2013-09
